WKN;ARIVA_NAME;UNTERNEHMENSPROFIL
784730;ymos-aktie;YMOS gehörte zu den bedeutenden deutschen Industrieunternehmen im Bereich der Automobilzuliefererindustrie und Sicherheitstechnik. Im Laufe der Jahre 1995 bis 1998 hat der damalige Vorstand das operative Geschäft sukzessive reduziert und veräußert. Mit der Übernahme der WCM Beteiligungs- und Grundbesitz-Aktiengesellschaft im April 1999 erfolgte die Neuausrichtung der YMOS AG auf das Geschäftsfeld Immobilienverwaltung und Immobilienbeteiligung. Nach der Insolvenz der WCM AG im November 2006 ist die Aktienmehrheit am 26.04.2007 auf die CURA 13. Seniorencentrum GmbH, Hamburg (90,33%) und die ZVG mbH, Gelsenkirchen (5,17%) übergegangen. YMOS verwaltet heute die verbliebenen Vermögensgegenstände und betreibt die Entwicklung und Vermietung der ca. 63.000 m2 großen Betriebsimmobilie in Obertshausen. Am 1. Dezember 2009 wurde durch Beschluss des Amtsgerichts Offenbach über das Vermögen der YMOS AG das Insolvenzverfahren unter dem Aktenzeichen 8 IN 502/09 eröffnet. Zum Insolvenzverwalter wurde Rechtsanwalt Götz Lautenbach, Zeilweg 42, 60439 Frankfurt am Main, Tel.: 069 / 96 37 61 - 130, Fax: 069 / 96 37 61 - 145 bestellt. Copyright 2021 facunda financial data GmbH
A1E89S;readcrest_capital-aktie;Die Readcrest Capital AG (ehemals Enerxy AG i.A., ehem. Business Media China AG) konzentriert sich darauf, ausländischen Firmen den Eintritt in den chinesischen Energiemarkt zu ermöglichen. Seit der Neuausrichtung des Unternehmens ist die Zielsetzung der Aufbau eines Beratungs- und Vermittlungsunternehmens in der Energiebranche, das westliche Unternehmen unterstützt, am chinesischen Markt teilzuhaben. Mit chinesischen Partnern sollen westliche Unternehmen führende Technologien in China vermarkten können. Im Dezember 2014 beschloss die Hauptversammlung die Auflösung und Abwicklung der Enerxy AG. Im März 2017 wurde die Fortsetzung der Gesellschaft, die Umbenennung in Readcrest Capital AG sowie die Verlegung des Sitzes nach Hamburg beschlossen. Copyright 2021 facunda financial data GmbH
928449;perfect_holding-aktie;Die Perfect Holding SA ist eine börsennotierte Shareholdergruppe, welche als Flugdienstleiter im Bereich der Geschäftsluftfahrt tätig ist. Die Angebote des Unternehmens bestehen in der Beratung und Unterstützung beim Kauf, der Haltung und dem Chartern von Flugzeugen sowie der Organisation von Flügen und Flugreisen. Das Unternehmen bietet eine Auswahl von leichten bis schweren Geschäftsflugzeugen der Firma Bombardier an, darunter die Global Express-Maschinen, die Challenger 604 und den Learjet 60 XR. Copyright 2021 facunda financial data GmbH
A1A6WB;philomaxcap_ag-aktie;Die Philomaxcap AG ist eine Aktiengesellschaft deutscher Rechtsform und seit 21. Februar 2000 im Regulierten Markt der Börse Frankfurt notiert. Seit März 2020 ist die international tätige Philocity Holdings Sdn Bhd, Malaysia, Mehrheitsaktionärin. Im Juni 2020 beschloss die Hauptversammlung die bisherige Phicomm AG in Philomaxcap AG umzubenennen. Die Philomaxcap AG ist eine Holdinggesellschaft mit Investitionsschwerpunkt Erneuerbare Energien. Copyright 2021 facunda financial data GmbH
A3E5C0;co_don-aktie;Die co.don AG ist ein biopharmazeutisches Unternehmen, das Tissue Engineering-Produkte entwickelt, produziert und vertreibt. Als Tissue Engineering wird die künstliche Züchtung von implantierbaren Gewebeersatzmaterialien aus körpereigenen Zellen bezeichnet. Ein interdisziplinäres Team aus den Bereichen Biologie, Biochemie, Biophysik, Biotechnologie, Medizin und Pharmazie entwickelt die neuartige co.don-Plattform. Bei den von co.don entwickelten Produkten handelt sich um zellbasierte biologische Arzneimittel, um Knochen, Knorpel und Bandscheibenschäden durch Regeneration von neuem Gewebe zu reparieren und deren Gewebefunktionen zu rekonstruieren. Im Gegensatz zum Fertigarzneimittel, das über seine molekularen Inhaltsstoffe wirkt, basiert die Wirkung der aus Zellen hergestellten biologischen Arzneimittel auf dem Wechselspiel der transplantierten Zellen mit ihrer natürlichen Umgebung im Körper des Patienten. Copyright 2021 facunda financial data GmbH
745880;tiscon-aktie;Die tiscon AG war eine Beteiligungsgesellschaft für Unternehmen aus den Branchen Informationstechnologie, Telekommunikation sowie Unterhaltungselektronik. Das Unternehmen hat am 31. Juli 2009 beim zuständigen Amtsgericht in Gießen Insolvenzantrag gestellt. Das Verfahren wurde mit Beschluss vom 24.09.2009 unter dem Aktenzeichen 6 IN 185/09 wegen Zahlungsunfähigkeit und Überschuldung eröffnet. Copyright 2021 facunda financial data GmbH
A0WMNK;vapiano-aktie;Vapiano SE ist eine Franchise-Restaurantkette mit italienischer Küche. Das erste Restaurant wurde 2002 in Hamburg eröffnet. Inzwischen ist Vapiano in über 33 Ländern auf 5 Kontinenten vertreten. Die Menüauswahl umfasst vor allem Pasta, Pizza, Antipasti und Salate. Die Speisen werden gemäß dem „Fresh Casual Dining“-Konzept frisch und meist in gläsernen Show-Küchen an verschiedenen Stationen vor den Augen der Gäste zubereitet. Darüber hinaus gibt es in jedem Restaurant eine Getränke-Bar und Lounge-Bereiche für Kaffespezialitäten oder Drinks. Das Bezahlsystem funktioniert über eine Chipkarte, über die beim Verlassen des Restaurants abgerechnet wird. Im März 2020 meldete das Unternehmen die Insolvenz an. Ende August 2020 wurde die geplante Abwicklung der Vapiano SE beschlossen. Copyright 2021 facunda financial data GmbH
A0WMJQ;elanix_biotechnologies-aktie;Elanix Biotechnologies entwickelt und vermarktet Gewebegenerationsprodukte für die akute Wundversorgung, dermatologische und gynäkologische Anwendungen und bietet ferner Dienstleistungen in Zelltechnologien an. Copyright 2021 facunda financial data GmbH
A2E377;sleepz-aktie;Die Sleepz AG ist eine auf den Bereich Schlafwelten fokussierte eCommerce-Unternehmensgruppe. Ihre Tochtergesellschaften sleepz GmbH, Matratzen Union GmbH, Ecom Union GmbH und Markenschlaf GmbH betreiben Online-Shops im Bereich Schlafwelten, dazu gehören unter anderem www.perfekt-schlafen.de, www.markenschlaf.de, www.schlafnett.de, www.matratzenunion.de, www.schlafhandel.de oder www.matratzendiscount.de. Über die Grafenfels Manufaktur GmbH hat bmp zudem eine Matratzen-Eigenmarke entwickelt. Copyright 2021 facunda financial data GmbH
SGU888;sino_german_united-aktie;Die Sino-German United AG (ehemals German Brokers AG) ist ein Handels- und Dienstleistungsunternehmen mit Fokus auf den chinesischen und deutschen Markt. Nachdem das Unternehmen einige Jahre alle operativen Tätigkeiten niedergelegt hatte, soll nun das Geschäft wieder aufgenommen werden. Dabei wird das Unternehmen voraussichtlich in allen Bereichen der deutsch-chinesischen Wirtschaftskooperation tätig sein. In diesem Zusammenhang sollen insbesondere deutsche Unternehmen, die an einer Investition innerhalb des von der Sino-German United Group betriebenen deutsch-chinesischen Ökoparks in Qingdao interessiert sind, unterstützt und der Waren- und Dienstleistungsaustausch zwischen Deutschland und China gefördert werden. Copyright 2021 facunda financial data GmbH
745420;tc_unterhaltungselektronik-aktie;"Die TC Unterhaltungselektronik AG ist auf die Entwicklung, die Herstellung und den Vertrieb von TV-Zusatzgeräten spezialisiert. Das wohl bekannteste Produkt des Unternehmens ist die ""Fernseh-Fee"", ein Decoder, der Werbung im Fernsehen und auf Videoaufzeichnungen unterdrückt. Dabei handelt es sich um eine Modifizierung der i-Box des Unternehmens, die individuelles und intelligentes Fernsehen ermöglicht. Mit ihrer Hilfe kann der Zuschauer über das Fernsehgerät eine TV-Zeitschrift abrufen, seine Vorlieben speichern und einen Kinderschutz eingeben. Es ist eine Wahl aus über 500 Programmsparten und weiteren 500 Kriterien wie beispielsweise Schauspieler, Regisseure, Pop-Gruppe oder Bundesliga-Verein möglich. 2013 wird TC Unterhaltungselektronik mit “Fernseh-Fee 2.0.“ eine modifizierte Version des Kernproduktes auf den Markt bringen. Bei der Weiterentwicklung handelt es sich um den ersten Sat-Receiver auf Android-Basis, der bereits einen eigenen Tuner (Sat/Kabel/DVB-T) enthält. Copyright 2021 facunda financial data GmbH"
WNDL30;windeln_de-aktie;Windeln.de ist ein Onlinehändler, der auf Baby- und Kinderprodukte spezialisiert ist. Das Unternehmen bietet seinen Kunden eine breite Produktpalette von rund 100.000 Artikeln verschiedenster Marken. Zum Angebot zählen dabei neben den namensgebenden Windeln auch Babynahrung, Kindermöbel, Kleidung, Spielzeug, Umstandsmode sowie Kinderwagen und Autositze. Neben der vornehmlich an deutsche Kunden gerichteten Plattform windeln.de ist das Unternehmen über windelbar.de im Flash Sales-Geschäft aktiv: Bei täglich wechselnden Verkaufsaktionen können Kunden hierbei Marken-Produkte zu günstigen Rabatten erwerben. In der Schweiz agiert das Unternehmen unter den Internetseiten windeln.ch, toys. ch sowie kindertraum.ch. Das Unternehmen vertreibt seine Produkte 10 europäischen Ländern und ist darüber hinaus zuletzt auch auf den chinesischen Markt expandiert. Copyright 2021 facunda financial data GmbH
865880;unbound_group-aktie;Unbound Group plc ist eine, an der Londoner Börse gehandelte Investmentgesellschaft. Das Unternehmen hat sich auf Investments in außerbörsliche Unternehmensbeteiligungen spezialisiert. Dazu gehören Unternehmen der verschiedensten Branchen, unter anderem aus dem Bauwesen, der Industrie, dem Reisesektor und den Medien. Copyright 2021 facunda financial data GmbH
755140;erotik_abwicklungsgesellschaft-aktie;Die Beate Uhse AG ist die Muttergesellschaft des Beate Uhse Konzerns, eines der führenden Erotikunternehmen in Europa. Der Konzern ist sowohl im Einzel-, Versand- und Großhandel als auch im Online-Entertainmentbereich aktiv. Neben der vor allem in Deutschland hochwertigen Marke Beate Uhse ist das Unternehmen auch international mit Ländermarken wie Pabo (Holland, Belgien, Großbritannien, Tschechien, Österreich, Polen), Christine le Duc (Holland) und Adam & Eve (Frankreich) aufgestellt. Im Dezember 2017 wurde ein Insolvenzverfahren in vorläufiger Eigenverwaltung vom Amtsgericht genehmigt. Copyright 2021 facunda financial data GmbH
661471;solar_fabrik-aktie;Die Solar-Fabrik AG zählt zu den großen europäischen Solarunternehmen mit weltweiten Handelsbeziehungen sowie strategischen Partnern unter anderem in Malaysia, Indien und Kalifornien. Mit ihren Tochterunternehmen und Beteiligungen deckt die Gesellschaft alle Stufen der Wertschöpfungskette im Bereich Photovoltaik ab: Waferhandel, Waferaufbereitung, Solarzellenfertigung und Solarmodulproduktion sowie komplette Systemlösungen. Kunden der Solar-Fabrik sind Solarfachbetriebe sowie Generalimporteure in ganz Europa. Fertigungsstellen des Unternehmens befinden sich ausschließlich in Deutschland. Im Januar 2015 beantragte die Solar-Fabrik AG die Durchführung eines Insolvenzverfahrens in Eigenverwaltung. Am 17.06.2015 meldet die Firma die Einstellung ihres Betriebes und die Vereinbarung einer Transfergesellschaft. Copyright 2021 facunda financial data GmbH
507090;fritz_nols-aktie;Die Fritz Nols AG (früher Fritz Nols Global Equity Services AG )ist eine Beteiligungsgesellschaft, mit Focus auf innovativen Konzepten. Die Firmengruppe spezialisiert sich auf die Kapitalmarktberatung mittelständischer Unternehmen. 2004 wurde ein Insolvenzverfahren gegen die Fritz Nols Global Equity Services AG eingeleitet. Seit 2010 ist die AG wieder frei von allen Lasten und 2014 hat das Unternehmen als Fritz Nols AG den Geschäftsbetrieb wieder aufgenommen. Derzeit liegen dem Unternehmen verschiedene Beratungsaufträge zur Begleitung von Börsengängen vor. Copyright 2021 facunda financial data GmbH
A0JL46;itn_nanovation-aktie;Die ItN Nanovation AG zählt zu den international führenden Unternehmen der Nanotechnologie. Sie konzentriert sich auf die Herstellung von keramischen Produkten wie Filtersysteme und Beschichtungen für die Industrie. Die notwendigen nanoskaligen Pulver werden dabei von der Firma selbst hergestellt. Angewendet werden die Systeme zur Trinkwasseraufbereitung, Abwasserreinigung, als Filter in der Getränkeindustrie und zur Trennung von Öl und Wasser. Die keramischen Beschichtungen dienen als Schutz- und Katalyseschichten in verschiedenen Industrien und Anwendungsgebieten und reichen von der Verwendung in Backöfen bis hin zu Aluminiumgießereien oder Kohlekraftwerken. Copyright 2021 facunda financial data GmbH
A1XE2N;mccolls_re_gr_wi-aktie;McColl’s ist ein führender Einzelhändler mit über 1.300 Gemischtwaren- und Zeitschriftenläden. Während die Gemischtwarenläden unter dem Namen McColl’s operieren, laufen die Zeitschriftenläden in England unter dem Namen Martin’s, in Schottland unter der Bezeichnung RS McColl. Copyright 2021 facunda financial data GmbH
A0F5UQ;openlimit-aktie;Die im Jahr 2002 gegründete Schweizer Open Limit produziert zertifizierte Software für elektronische Signaturen und Identitäten. Das Unternehmen bietet ein modulares System von Software-Komponenten zum Erzeugen und Prüfen qualifizierter und fortgeschrittener Signaturen, zum elektronischen Authentifizieren und zur beweissicheren Langzeitarchivierung von digitalen Dokumenten. Die einzelnen Module können als Client-, Server- oder Integrationslösung eingesetzt werden und sollen Sicherheit, Qualität und Geschwindigkeit von Prozessen steigern. Die SignCubes Basiskomponenten sind vom deutschen Bundesamt für Sicherheit in der Informationstechnik nach dem international höchsten Sicherheitsstandard für Software-Produkte zertifiziert. Copyright 2021 facunda financial data GmbH
502130;neschen-aktie;Die Neschen AG produziert moderne Selbstklebeprodukte und hochwertige beschichtete Medien für vielfältige Anwendungen in den Bereichen Graphics, Documents und Technical Coatings. Als einziger Folienbeschichter bietet NESCHEN ein komplettes Produktprogramm aus selbstklebenden Produkten und Zusatzprodukten. Dabei kommen mit wässrigen Dispersionen, Lösungsmittel- und Hot-Melt-Klebern alle gängigen Klebersysteme zum Einsatz. Die Beschichtungsanlagen sind auf neue Anwendungen und Verfahren in der Lackiertechnologie ausgerichtet. Genutzt werden diese von Druckdienstleistern sowie Architekten, Designern, Fotografen oder Innenausstattern. Ein weiteres wichtiges Feld sind Materialien für die Reparatur und Pflege von Büchern, die in Bibliotheken, Archiven und Museen genutzt werden. Zudem liefert Neschen auch Lösungen für das Schützen von Gemälden und Fotografien. Im April 2015 reichte das Unternehmen einen Antrag zur Eröffnung eines Insolvenzverfahrens ein. Das Insolvenzverfahren wurde am 01.07.2015 eröffnet. Copyright 2021 facunda financial data GmbH
A0V9L9;eyemaxx_real_estate-aktie;Die EYEMAXX Real Estate AG ist ein Immobilienentwickler mit dem Fokus auf Wohnimmobilien in Deutschland und Österreich, sowie Stadtquartiersentwicklungen und Pflegeheimen in Deutschland. Die Unternehmensstrategie wurde um Serviced- und Mikroapartments sowie Studentenapartments erweitert. Darüber hinaus realisiert EYEMAXX Retail- und Logistikimmobilien in den CEE/SEE Ländern. Das Geschäftsmodell der EYEMAXX Real Estate AG umfasst zwei Säulen: Mit der Entwicklung von Immobilienprojekten werden Entwicklerrenditen erwirtschaftet. Daneben werden vermietete Gewerbeimmobilien in Deutschland und Österreich im Bestandsportfolio gehalten und damit kontinuierliche Cashflows durch Mieteinnahmen generiert. Copyright 2021 facunda financial data GmbH
A0JKHG;gwb_immobilien-aktie;Die GWB Immobilien AG beschäftigt sich mit der Planung, dem Bau, der Vermietung, dem Verkauf und der Verwaltung von Einzelhandels- und Gewerbeobjekten. Das Geschäftsmodell von GWB ist darauf ausgerichtet, gewerbliche Immobilienprojekte auf zuvor angekauften Grundstücken zu entwickeln, zu errichten und anschließend vermietet an Dritte zu verkaufen. Schwerpunktmäßig entwickelt GWB Einkaufszentren, SB Warenhäuser, Fachmarktzentren, Büro- und Geschäftshäuser und Verbrauchermärkte. Copyright 2021 facunda financial data GmbH
